price	title	GAStitle	description	link	image_link	id	availability	mpn	product_type
441.50 UAH	Машина Металл 68245A (12шт/2) "Автопром",m 1:24 "Porsche Panamera s" 2 Цвета, Батар.,Свет,Звук,Откр.Двери,Капот,Багаж., в Кор. 24,5*12*10см	Машина Металл 68245A (12шт/2) "Автопром"	Машина Металл 68245A (12шт/2) "Автопром",m 1:24 "Porsche Panamera s" 2 Цвета, Батар.,Свет,Звук,Откр.Двери,Капот,Багаж., в Кор. 24,5*12*10см	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/19039280-mashina-metall-68245a-12sht-2-avtoprom-m-1-24-porsche-panamera-s-2-tsveta-batar-svet-zvuk-otkr-dveri-kapot-bagazh-v-kor-24-51210sm	https://jambo.ua/uploads/products/original/10160/pxiJADlgCf_mdPUd0IPN0-4DzwO0xWM0.jpg	01002025	in stock	01002025	Игрушки Для Мальчиков > Металлические Модели Машин
372.10 UAH	Машина Металл 7663 "Автопром", 2 Цвета, Батар.,Свет,Звук,Откр.Двери, в Кор. 24,8*10,6*10,6 См	Машина Металл 7663 "Автопром"	Машина Металл 7663 "Автопром", 2 Цвета, Батар.,Свет,Звук,Откр.Двери, в Кор. 24,8*10,6*10,6 См	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/19037380-mashina-metall-7663-36sht-3-avtoprom-2-tsveta-batar-svet-zvuk-otkr-dveri-v-kor-24-810-610-6sm	https://jambo.ua/uploads/products/original/10144/YAWFiUsx8od6yDtr4AzwitBYOOoG6yYb.jpg	01007663	in stock	01007663	Игрушки Для Мальчиков > Металлические Модели Машин
174.90 UAH	Модель Легковая 5" KT5370W Matte Lamborghini Металл.Інерц.Откр.Дв.	Модель Легковая 5" KT5370W Matte Lamborghini Металл.Інерц.Откр.Дв.	Модель Легковая 5" KT5370W Matte Lamborghini Металл.Інерц.Откр.Дв.	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/00034419-model-legkovaya-5-kt5370w-matte-lamborghini-3-vidametal-inerts-otkr-dv-1-38-1-36-1-36kor-sh-k-96-	https://jambo.ua/uploads/products/original/10178/i4pwsHOhn3HVdGS2fuK5vO4uP_x6JVGV.jpg	01057323	in stock	01057323	Игрушки Для Мальчиков > Металлические Модели Машин
395.10 UAH	Стройтехника Металл Автопром 7766/7/8/9	Стройтехника Металл Автопром 7766/7/8/9	Стройтехника Металл Автопром 7766/7/8/9	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/00041235-stroytekhnika-metall-avtoprom-7766-7-8-9-24sht-2-m1-50-4vida-podvizhnye-detali-v-kor-27913-5sm	https://jambo.ua/uploads/products/original/10197/czzK-BNXMMRWGBXJLAJBUg7CrD99JKqB.jpg	01027766	in stock	01027766	Игрушки Для Мальчиков > Металлические Модели Машин
468.90 UAH	Машина Металл 68241A (12шт/2) "Автопром",m 1:24 "Porsche Cayenne s" 2 Цвета, Батар.,Свет,Звук,Откр.Двери,Капот,Багаж., в Кор. 24,5*12*10см	Машина Металл 68241A (12шт/2) "Автопром"	Машина Металл 68241A (12шт/2) "Автопром",m 1:24 "Porsche Cayenne s" 2 Цвета, Батар.,Свет,Звук,Откр.Двери,Капот,Багаж., в Кор. 24,5*12*10см	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/19039278-mashina-metall-68241a-12sht-2-avtoprom-m-1-24-porsche-cayenne-s-2-tsveta-batar-svet-zvuk-otkr-dveri-kapot-bagazh-v-kor-24-51210sm	https://jambo.ua/uploads/products/original/10202/FJY_jjuy86406LPzFURHqL4B0tUQW95g.jpg	01002018	in stock	01002018	Игрушки Для Мальчиков > Металлические Модели Машин
366.30 UAH	Машина Металл. 7844-4 (72шт/2) "Автопром",1:32-36 Полиция "Mersedes Benz G65", Свет, 4 Звука Сигнала,Об.Двери,Капот,Багажник в Коробке 18*9*9см	Машина Металл. 7844-4 (72шт/2) "Автопром"	Машина Металл. 7844-4 (72шт/2) "Автопром",1:32-36 Полиция "Mersedes Benz G65", Свет, 4 Звука Сигнала,Об.Двери,Капот,Багажник в Коробке 18*9*9см	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/200584010-mashina-metal-7844-4-72sht-2-avtoprom-1-32-36-politsiya-mersedes-benz-g65-svet-4-zvuka-signala-otkr-dveri-kapot-bagazhnik-v-korobke-1899sm	https://jambo.ua/uploads/products/original/10204/NJVR62MbGkl-ET1H6KJEuu6djW7rr3EC.jpg	01003739	in stock	01003739	Игрушки Для Мальчиков > Металлические Модели Машин
292.80 UAH	Машина Металл 7644 "Автопром",Батар.,Свет,Звук,Откр.Двери,в Кор.	Машина Металл 7644 "Автопром"	Машина Металл 7644 "Автопром",Батар.,Свет,Звук,Откр.Двери,в Кор.	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/19037168-mashina-metall-7644-36sht-2-avtoprom-batar-svet-zvuk-otkr-dveri-v-kor-	https://jambo.ua/uploads/products/original/10205/gmlwvT2djG9dkM-EPJJ2pt_yaoZWywDH.jpg	01017644	in stock	01017644	Игрушки Для Мальчиков > Металлические Модели Машин
438.50 UAH	Машина Металл 68246A "Автопром",Lotus Exige s,Бат,Свет,Зв,Об.Двери,Капот,Багаж.,в Кор	Машина Металл 68246A "Автопром"	Машина Металл 68246A "Автопром",Lotus Exige s,Бат,Свет,Зв,Об.Двери,Капот,Багаж.,в Кор	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/00041229-mashina-metall-68246a-12sht-2-avtoprom-m1-22-lotus-exige-s-bat-svet-zv-otkr-dveri-kapot-bagazh-v-kor	https://jambo.ua/uploads/products/original/10209/jMUG2DZUdVIW-1IQYF9dBWpYMvAkdewH.jpg	01028246	in stock	01028246	Игрушки Для Мальчиков > Металлические Модели Машин
210.40 UAH	Машина Автопром 7659-1	Машина Автопром 7659-1	Машина Автопром 7659-1	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/200583981-mashina-batar-7659-1-36sht-2-avtoprom-1-27-sluzhba-okhoroni-svet-zvuk-otkr-dveri-v-korobke-21-511-511-5sm	https://jambo.ua/uploads/products/original/10196/LyTfzlSK0U5PVadm3fQl9g84OKb2_Ot4.jpg	01008184	in stock	01008184	Игрушки Для Мальчиков > Металлические Модели Машин
264.70 UAH	Машина Металл. 68335 Автопром	Машина Металл. 68335 Автопром	Машина Металл. 68335 Автопром	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/200584006-mashina-metal-68335-7952-48sht-2-avtoprom-1-32-chevrolet-camaro-ss-3-tsveta-svet-zvuk-v-korobke-1898sm	https://jambo.ua/uploads/products/original/10195/xGWRpJV0C--smiD74Y6dYUmteRBoHwy5.jpg	01012711	in stock	01012711	Игрушки Для Мальчиков > Металлические Модели Машин
296.00 UAH	Машина Металл. 68441 (7948) (48шт/2) "Автопром",1:32 Ford Shelby GT350, 3 Цвета, Свет,Звук,в Коробке 18*9*8см	Машина Металл. 68441 (7948) (48шт/2) "Автопром"	Машина Металл. 68441 (7948) (48шт/2) "Автопром",1:32 Ford Shelby GT350, 3 Цвета, Свет,Звук,в Коробке 18*9*8см	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/200584005-mashina-metal-68441-7948-48sht-2-avtoprom-1-32-ford-shelby-gt350-3-tsveta-svet-zvuk-v-korobke-1898sm	https://jambo.ua/uploads/products/original/10180/NFqdbHEgp_i4QrImc5wMZdwKmUBWZq10.jpg	01005051	in stock	01005051	Игрушки Для Мальчиков > Металлические Модели Машин
174.90 UAH	Модель Легковая KT5361WG 5" 2012 Lotus Exige s (Gradient Color) Металл.Инерц.Откр.Дв.Кор./96/	Модель Легковая KT5361WG 5" 2012 Lotus Exige s (Gradient Color) Металл.Инерц.Откр.Дв.Кор./96/	Модель Легковая KT5361WG 5" 2012 Lotus Exige s (Gradient Color) Металл.Инерц.Откр.Дв.Кор./96/	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/19029138-model-legkovaya-kt5361wg-5-2012-lotus-exige-s-gradient-color-metal-inerts-otkr-dv-kor-96-	https://jambo.ua/uploads/products/original/10182/WFBy_yPvFTIsqzAr2zx9mVHsqANMQVW9.jpg	01035361	in stock	01035361	Игрушки Для Мальчиков > Металлические Модели Машин
194.00 UAH	Машина Металл "Kinsmart" KT5333W	Машина Металл "Kinsmart" KT5333W	Машина Металл "Kinsmart" KT5333W	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/19037327-mashina-metall-kinsmart-kt5333w-72sht-3-chevrolet-3100-wrecker-v-korobke-351317sm	https://jambo.ua/uploads/products/original/10185/Oy1WqYGLW3YD2G3RmnijFvvE6keISDHQ.jpg	01015333	in stock	01015333	Игрушки Для Мальчиков > Металлические Модели Машин
178.10 UAH	Модель Джип 5" KT5368WP Lamborghini Urus Полиция Металл.Инерц.Откр.Дв. 1:38 Кор.Ш.До./96/	Модель Джип 5" KT5368WP Lamborghini Urus Полиция Металл.Инерц.Откр.Дв. 1:38 Кор.Ш.До./96/	Модель Джип 5" KT5368WP Lamborghini Urus Полиция Металл.Инерц.Откр.Дв. 1:38 Кор.Ш.До./96/	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/00035644-model-dzhip-5-kt5368wp-lamborghini-urus-politsiya-metal-inerts-otkr-dv-1-38-kor-sh-k-96-	https://jambo.ua/uploads/products/original/10186/dCzehz56gpcXIrypJmExMOiAX2rsKh4_.jpg	01025368	in stock	01025368	Игрушки Для Мальчиков > Металлические Модели Машин
169.10 UAH	Машина Металл Kinsmart KT5407W	Машина Металл Kinsmart KT5407W	Машина Металл Kinsmart KT5407W	https://jambo.ua/01-igrushki-dlya-malchikov/91-metallicheskie-modeli-mashin/19037995-mashina-metall-kinsmart-kt5407w-96sht-4-aston-martin-v-korobke-1687sm	https://jambo.ua/uploads/products/original/10188/q28wM3faDgMgHtm1ZYRjF_1HCKbDPCDL.jpg	01005479	in stock	01005479	Игрушки Для Мальчиков > Металлические Модели Машин
170.80 UAH	Трансформер Муз.Свет (Арт. 998-3)	Трансформер Муз.Свет (Арт. 998-3)	Трансформер Муз.Свет (Арт. 998-3)	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01006331-transformer-muz-svet-art-998-3-60sht-2-plastik-korobka-s-otkrytym-oknom-18-5x7x26sm-jambo-100274633	https://jambo.ua/uploads/products/original/6968/9XRRopzUaWZlD7t4RYzjHghFdSaW20uZ.jpg	01006331	in stock	01006331	Игрушки Для Мальчиков > Роботы Трансформеры
528.00 UAH	Трансформер (Арт. 689-44), 39.6x6x36.3см	Трансформер (Арт. 689-44)	Трансформер (Арт. 689-44), 39.6x6x36.3см	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01004977-transformer-art-689-44-24sht-0-plastik-korobka-z-vidkritim-viknom-39-6x6x36-3sm-jambo-200526497	https://jambo.ua/uploads/products/original/3141/IP7Um5xCSdzaLnvMoI9e-3LFcIj3anCO.jpg	01004977	in stock	01004977	Игрушки Для Мальчиков > Роботы Трансформеры
284.90 UAH	Трансформер Тобот (Арт. 501)	Трансформер Тобот (Арт. 501)	Трансформер Тобот (Арт. 501)	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01008380-transformer-tobot-art-501-48sht-2-plastik-z-vidkritim-viknom-32-8x8-5x17-8sm-jambo-200319838	https://jambo.ua/uploads/products/original/2105/lJKUOjwc0nS2Mvab-4tQDosgVPHbmmeT.jpg	01008380	in stock	01008380	Игрушки Для Мальчиков > Роботы Трансформеры
182.40 UAH	Робот (Арт. 3677(1-7))	Робот (Арт. 3677(1-7))	Робот (Арт. 3677(1-7))	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01008914-robot-art-36771-7-80sht-2-plastik-kolorova-korobka-20x6-3x21-8sm-jambo-200464891	https://jambo.ua/uploads/products/original/2099/d_c_DJUEH-DxgymrKSH3qAZIlz2mR3cR.jpg	01008914	in stock	01008914	Игрушки Для Мальчиков > Роботы Трансформеры
244.10 UAH	Робот (Арт. 3688(1-7))	Робот (Арт. 3688(1-7))	Робот (Арт. 3688(1-7))	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01008969-robot-art-36881-7-60sht-2-plastik-kolorova-korobka-26-7x28-3x7-9sm-jambo-200464896	https://jambo.ua/uploads/products/original/2098/G7PYamlvj64DjrdXs87uIGaoSsbrvo7J.jpg	01008969	in stock	01008969	Игрушки Для Мальчиков > Роботы Трансформеры
286.30 UAH	Трансформер Тобот (Арт. 339-3C)	Трансформер Тобот (Арт. 339-3C)	Трансформер Тобот (Арт. 339-3C)	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01004069-transformer-tobot-art-339-3c-48sht-0-plastik-kolorova-korobka-1x1x1sm-jambo-200496406	https://jambo.ua/uploads/products/original/2079/3LbWb2F3AI50xraZT2lpybil0m4JP_tD.jpg	01004069	in stock	01004069	Игрушки Для Мальчиков > Роботы Трансформеры
622.50 UAH	Робот-трансформер Р/У (Арт. JT307), 28х16х28см	Робот-трансформер Р/У (Арт. JT307)	Робот-трансформер Р/У (Арт. JT307), 28х16х28см	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01001182-robot-transformer-r-k-art-jt307-24sht-0-plastik-shouboks-28x16x28sm-jambo-200495118	https://jambo.ua/uploads/products/original/2089/J3aXayMA_t29gsI0eY4waM37jQuoAuVm.jpg	01001182	in stock	01001182	Игрушки Для Мальчиков > Роботы Трансформеры
316.90 UAH	Трансформер Тобот (Арт. 520)	Трансформер Тобот (Арт. 520)	Трансформер Тобот (Арт. 520)	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01001397-transformer-tobot-art-520-48sht-2-plastik-z-vidkritim-viknom-24-5x9x27-7sm-jambo-200341139	https://jambo.ua/uploads/products/original/6972/LNqSH5MvDW_CkZS7WVFFT2QTGbLdc9LH.jpg	01001397	in stock	01001397	Игрушки Для Мальчиков > Роботы Трансформеры
177.20 UAH	Трансформер (Арт. 8601)	Трансформер (Арт. 8601)	Трансформер (Арт. 8601)	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01008447-transformer-art-8601-60sht-plastik-korobka-s-otkrytym-oknom-21x26-5x9sm-jambo-200283844	https://jambo.ua/uploads/products/original/6973/afRTIHss3fApWUWBDC1uBOMHBGP4gi-D.jpg	01008447	in stock	01008447	Игрушки Для Мальчиков > Роботы Трансформеры
193.60 UAH	Робот - Трансформер (Коробка) D622-Е221А г. 24.5х8,3х34,6 См..	Робот - Трансформер (Коробка) D622-Е221А г. 24.5х8	Робот - Трансформер (Коробка) D622-Е221А г. 24.5х8,3х34,6 См..	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/00041592-robot-transformer-korobka-d622-e221a-597772-r-24-5kh8-3kh34-6-sm-	https://jambo.ua/uploads/products/original/6983/fjPKijYq34-6G2xpbkEJhr-n-VzDBc5I.jpg	01002221	in stock	01002221	Игрушки Для Мальчиков > Роботы Трансформеры
169.40 UAH	Робот - Трансформер (Блистер) D622-E229A г. 24.5х8,3х34,6 См..	Робот - Трансформер (Блистер) D622-E229A г. 24.5х8	Робот - Трансформер (Блистер) D622-E229A г. 24.5х8,3х34,6 См..	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/00041593-robot-transformer-blister-d622-e229a-r-24-5kh8-3kh34-6-sm-	https://jambo.ua/uploads/products/original/6978/HHed9LkpitPABNMh2CpHerkW3jjBlUO7.jpg	01002229	in stock	01002229	Игрушки Для Мальчиков > Роботы Трансформеры
278.40 UAH	Трансформер 81501 2 Вида, в Коробке 24*10*29см	Трансформер 81501 2 Вида	Трансформер 81501 2 Вида, в Коробке 24*10*29см	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/00043194-transformer-81501-24sht-2-vida-v-korobke-241029sm	https://jambo.ua/uploads/products/original/6975/MMtzwjOg2yI6Bifk63XuHIgnMl-zQ4zT.jpg	01005150	in stock	01005150	Игрушки Для Мальчиков > Роботы Трансформеры
181.40 UAH	Трансформер машинка-пистолет (Арт. 368A), Пластик, Шоубокс, 22х12х24см, Jambo	Трансформер машинка-пистолет (Арт. 368A)	Трансформер машинка-пистолет (Арт. 368A), Пластик, Шоубокс, 22х12х24см, Jambo	https://jambo.ua/01-igrushki-dlya-malchikov/122-roboty-transformery/01006570-transformer-mashinka-pistolet-art-368a-72sht-2-plastik-shouboks-22x12x24sm-jambo-200260507	https://jambo.ua/uploads/products/original/6974/skQ06DpA3UGoA_VrpoASV0optSza6CCR.jpg	01006570	in stock	01006570	Игрушки Для Мальчиков > Роботы Трансформеры
623.20 UAH	Автомат Cyma p. 47 с Пульками,Лазер,Утяжеленный Кор.H121203100 /12/	Автомат Cyma p. 47 с Пульками	Автомат Cyma p. 47 с Пульками,Лазер,Утяжеленный Кор.H121203100 /12/	https://jambo.ua/01-igrushki-dlya-malchikov/97-oruzhie/147004685-avtomat-cyma-p-47-s-pulkami-lazer-utyazhelennyy-kor-h121203100-12-	https://jambo.ua/uploads/products/original/10089/i_laeAiTalftVo28jZ0Z9A6g-x3QgSnf.jpg	01001620	in stock	01001620	Игрушки Для Мальчиков > Оружие
171.20 UAH	Пистолет Металл с Шариками Cyma ZM03	Пистолет Металл с Шариками Cyma ZM03	Пистолет Металл с Шариками Cyma ZM03	https://jambo.ua/01-igrushki-dlya-malchikov/97-oruzhie/00036822-pistolet-cyma-zm03-s-pulkami-metal-kor-20414-sh-k-h130508716-36-	https://jambo.ua/uploads/products/original/10088/FEzP4FH-0gfG7qcQmdiZDP0eAYDdLucc.jpg	01022003	in stock	01022003	Игрушки Для Мальчиков > Оружие
186.80 UAH	Ружье Музыкальное LX3655A	Ружье Музыкальное LX3655A	Ружье Музыкальное LX3655A	https://jambo.ua/01-igrushki-dlya-malchikov/97-oruzhie/200584234-ruzhe-muz-lx3655a-36sht-2-svet-zvuk-v-korobke-58194sm	https://jambo.ua/uploads/products/original/10086/AJHNnXwYH6YjZK4PmSpGzmoWetGPCNTH.jpg	01002173	in stock	01002173	Игрушки Для Мальчиков > Оружие
515.30 UAH	Набор Nerf Nitro 7712	Набор Nerf Nitro 7712	Набор Nerf Nitro 7712	https://jambo.ua/01-igrushki-dlya-malchikov/97-oruzhie/200584210-nabir-nerf-nitro-v-korobtsi-7712	https://jambo.ua/uploads/products/original/10083/9WKcqrhMCCV4EmbbkEcMmheh7SFS2JYI.jpg	01001511	in stock	01001511	Игрушки Для Мальчиков > Оружие
185.60 UAH	Пистолет Мягкие Пули (Арт. 2083766), Пластик, Шоубокс, 23,5х22х5см, Jambo	Пистолет Мягкие Пули (Арт. 2083766)	Пистолет Мягкие Пули (Арт. 2083766), Пластик, Шоубокс, 23,5х22х5см, Jambo	https://jambo.ua/01-igrushki-dlya-malchikov/97-oruzhie/01012955-pistolet-myaki-kuli-art-2083766-96sht-1-plastik-shouboks-23-5x22x5sm-jambo-200339295	https://jambo.ua/uploads/products/original/7014/BQtiRH-zM2x9bg2w9GIVCSu9Rz92kN9K.jpg	01012955	in stock	01012955	Игрушки Для Мальчиков > Оружие
204.60 UAH	Пистолет Гидрогель Пул 31*7*23см Арт.633, Пластик, 100927545 (JAMBO+)	Пистолет Гидрогель Пул 31*7*23см Арт.633	Пистолет Гидрогель Пул 31*7*23см Арт.633, Пластик, 100927545 (JAMBO+)	https://jambo.ua/01-igrushki-dlya-malchikov/97-oruzhie/00045983-pistolet-gidrogel-pul-31723sm-art-633-plastik-100927545-jambo	https://jambo.ua/uploads/products/original/7013/t4vpzgOd01zh_lP_cHcY8Y4fo80xecGD.jpg	01011633	in stock	01011633	Игрушки Для Мальчиков > Оружие
